,Review Text,Label,Bert,LR
815,"I loved this dress when i saw it online! i could not wait until i see in one of the local stores.  i bought it today! unlike other reviews, i think this dress runs large. i am a 4 and bought the zero. maeve tends to run large on me. i would suggest that you try a size smaller. it looks very flattering!",1,1,1
816,"The softest cotton gauze but, not see through. relaxed but, the sleeves & neckline make it flattering. a gorgeous blue in person. so in love with this dress, going back for it in white!",1,1,1
817,"There is simply a ton of fabric on this tee. i am a size 8 on top, with a fairly thin upper body but still an 8. at retailer i often order small for swingy tees, medium for more slim-cut. this tee in the small was huge. the shoulders fit well, but the body was so big and was a weirdly long length. just odd, especially for $78...",1,0,0
818,"Let's begin with the fabric....it's heavy, but not in a burdensome way. as soon as you put it on, you feel like you have a quality piece of clothing on. next: aesthetics---this dress is flowy and feminine. and a bonus, it made me look bustier than i am; perhaps because of the stripes. i didn't find myself pulling this dress up all the time. once i put it on, it stayed in place perfectly. bottom line: this dress goes from dressy to casual without a second thought. and it's on sale--grab this one",1,1,1
819,"I was so excited to try this on after having discovered it on the retailer app and stepping into the store and seeing it. on the hanger it looked alright, but once i slipped it on, it's like everything i've got going for me disappeared. granted, i'm s little bottom heavy, so these types of dresses don't typically flatter my body type anyways.",1,1,0
820,"Online this dress caught my eye but the reviews seemed to indicate there was something weird with the length so i did not want to order it online and have to send it back etc...because i am 5'5"" and did not know weather to get the petite or the regular! my local store had it and i bought a regular small and it is not too long. it comes just to the ground in the back like any other maxi. it is super comfortable and gorgeous! i am not sure where i am going in it yet....but it was just too pretty o",1,1,1
821,"I loved this dress and the color. i wanted to wear it to my niece's wedding. i usually wear a medium but couldn't get it on. the large was perfect in the top but too tight in the hips for a wedding even with spanks. the xl was perfect is the hips in that it didn't cut, but the top was huge. i really don't understand the sizing of this dress at all.",0,0,0
822,"I received this as a gift. it is a very pretty top, but the material is sooo delicate that the cutout areas were torn in many spots and where it wasn't torn completely you could see it fraying. the sales associate said they get many returns on this item.",0,0,0
823,"I love tracy reese designs because they are so feminine and figure flattering. this dress almost hits the target, it's just a bit off on the bodice, especially at the back and sides. the pleating balloons out too much. i'm sure a little tailoring will fix this, it's up to the buyer if that's worth the money to do it. for myself, i'm just wearing a thin cropped cardi to hide the billow. since petite was sold out, i took a regular size 8 which is the smaller of my size range. the length makes this",1,1,1
824,"This top looks better on than on the hanger. i've been looking for a feminine plaid top and this is the one! it's a flirty and innocent look in one. i would say size up. it runs a little tight around the upper arm, shoulders area when stretching arms out. i normally wear a size 2-4 depending on the top and the 6 felt better.",1,1,1
825,"I thought the sweater itself was beautiful, but found the fabric to be stiff and itchy.",0,0,0
826,This maxi dress is exactly what i had in mind! the fabric is very comfortable. the print is very nice. perfect find!,1,1,1
827,"I am not someone who normally wears overalls (this is actually my first pair!) but i'm so glad that i took the plunge and bought these. they fit amazingly while being both perfectly trendy and perfectly timeless. if you are on the fence about overalls in general, these are a perfect first pair.

i'm a 25 in most denim brands and was also a 25 in these. the bottom portion fits perfectly and doesn't look sloppy (like i assumed overalls would be) at all! the top is perfectly casual. 

i'm so ha",1,1,1
